id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
384,You will have to * your rifles before the new gun laws take effect.,turn in,turn out,na,na,3,phrasal verbs,You will have to turn in your rifles before the new gun laws take effect.,PRP MD VB TO VB IN PRP$ NNS IN DT JJ NN NNS VBP NN,PRP_MD MD_VB VB_TO TO_VB VB_IN IN_PRP$ PRP$_NNS NNS_IN IN_DT DT_JJ JJ_NN NN_NNS NNS_VBP VBP_NN,PRP_MD_VB MD_VB_TO VB_TO_VB TO_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN NNS_IN_DT IN_DT_JJ DT_JJ_NN JJ_NN_NNS NN_NNS_VBP NNS_VBP_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_S S_VP VP_TO_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP$_NNS SBAR_IN_S S_NP_VP NP_DT_JJ_NN_NNS VP_VBP_NP NP_NN,You will have to turn in your rifles before the,PRP MD VB TO VB IN PRP$ NNS IN DT,PRP_MD MD_VB VB_TO TO_VB VB_IN IN_PRP$ PRP$_NNS NNS_IN IN_DT,PRP_MD_VB MD_VB_TO VB_TO_VB TO_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_IN NNS_IN_DT,S_NP_VP NP_PRP VP_MD_VP VP_VB_S S_VP VP_TO_VP VP_VB_PP_PP PP_IN_NP NP_PRP$_NNS PP_IN_NP NP_DT,You will have to,to,TO,PRP MD VB TO,PRP_MD MD_VB VB_TO,PRP_MD_VB MD_VB_TO,S_NP_VP NP_PRP VP_MD_VP VP_VB_S S_VP VP_TO,your rifles before the,your,PRP$,PRP$ NNS IN DT,PRP$_NNS NNS_IN IN_DT,PRP$_NNS_IN NNS_IN_DT,NP_NP_ADVP NP_PRP$_NNS ADVP_IN_DT,turn in,turn,in,NN_IN,NN,IN,x,x,2.0
385,Please * your phones and cameras before entering the barracks.,turn in,turn out,na,na,3,phrasal verbs,Please turn in your phones and cameras before entering the barracks.,NNP VB IN PRP$ NNS CC NNS IN VBG DT NN,NNP_VB VB_IN IN_PRP$ PRP$_NNS NNS_CC CC_NNS NNS_IN IN_VBG VBG_DT DT_NN,NNP_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_CC NNS_CC_NNS CC_NNS_IN NNS_IN_VBG IN_VBG_DT VBG_DT_NN,S_INTJ_VP_. INTJ_UH VP_VB_PP_PP PP_IN_NP NP_PRP$_NNS_CC_NNS PP_IN_S S_VP VP_VBG_NP NP_DT_NN,Please turn in your phones and cameras,NNP VB IN PRP$ NNS CC NNS,NNP_VB VB_IN IN_PRP$ PRP$_NNS NNS_CC CC_NNS,NNP_VB_IN VB_IN_PRP$ IN_PRP$_NNS PRP$_NNS_CC NNS_CC_NNS,S_INTJ_VP INTJ_UH VP_VB_PP PP_IN_NP NP_PRP$_NNS_CC_NNS,Please,Please,VB,VB,,,INTJ_UH,your phones and cameras,your,PRP$,PRP$ NNS CC NNS,PRP$_NNS NNS_CC CC_NNS,PRP$_NNS_CC NNS_CC_NNS,NP_NP_CC_NP NP_PRP$_NNS NP_NNS,turn in,turn,in,NN_IN,NN,IN,x,x,2.0
386,"As it *, we were lucky to escape the riots.",turned out,turned in,na,na,3,phrasal verbs,"As it turned out, we were lucky to escape the riots.",IN PRP VBD RP PRP VBD JJ TO VB DT NN,IN_PRP PRP_VBD VBD_RP RP_PRP PRP_VBD VBD_JJ JJ_TO TO_VB VB_DT DT_NN,IN_PRP_VBD PRP_VBD_RP VBD_RP_PRP RP_PRP_VBD PRP_VBD_JJ VBD_JJ_TO JJ_TO_VB TO_VB_DT VB_DT_NN,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_VBD_PRT PRT_RP NP_PRP VP_VBD_ADJP ADJP_JJ_S S_VP VP_TO_VP VP_VB_NP NP_DT_NNS","As it turned out , we were lucky","IN PRP VBD RP , PRP VBD JJ","IN_PRP PRP_VBD VBD_RP RP_, ,_PRP PRP_VBD VBD_JJ","IN_PRP_VBD PRP_VBD_RP VBD_RP_, RP_,_PRP ,_PRP_VBD PRP_VBD_JJ","S_SBAR_,_NP_VP SBAR_IN_S S_NP_VP NP_PRP VP_VBD_PRT PRT_RP NP_PRP VP_VBD_ADJP ADJP_JJ",As it,it,PRP,IN PRP,IN_PRP,,S_PP PP_IN_NP NP_PRP,", we were lucky",",",",",", PRP VBD JJ",",_PRP PRP_VBD VBD_JJ",",_PRP_VBD PRP_VBD_JJ","S_,_NP_VP NP_PRP VP_VBD_ADJP ADJP_JJ",turned out,turned,out,VBN_RP,VBD,IN,x,x,2.0
387,The events * rather unexpectedly.,turned out,turned in,na,na,3,phrasal verbs,The events turned out rather unexpectedly.,DT NNS VBD RP RB JJ,DT_NNS NNS_VBD VBD_RP RP_RB RB_JJ,DT_NNS_VBD NNS_VBD_RP VBD_RP_RB RP_RB_JJ,S_NP_VP_. NP_DT_NNS VP_VBD_PRT_ADVP PRT_RP ADVP_RB_RB,The events turned out rather unexpectedly,DT NNS VBD RP RB RB,DT_NNS NNS_VBD VBD_RP RP_RB RB_RB,DT_NNS_VBD NNS_VBD_RP VBD_RP_RB RP_RB_RB,S_NP_VP NP_DT_NNS VP_VBD_PRT_ADVP PRT_RP ADVP_RB_RB,The events,events,NNS,DT NNS,DT_NNS,,NP_DT_NNS,rather unexpectedly,rather,RB,RB RB,RB_RB,,ADVP_RB_RB,turned out,turned,out,VBN_RP,VBD,IN,x,x,2.0
388,It * that they have known each other since kindergarten.,turns out,turns in,na,na,3,phrasal verbs,It turns out that they have known each other since kindergarten.,PRP VBZ RP IN PRP VBP VBN DT JJ IN NN,PRP_VBZ VBZ_RP RP_IN IN_PRP PRP_VBP VBP_VBN VBN_DT DT_JJ JJ_IN IN_NN,PRP_VBZ_RP VBZ_RP_IN RP_IN_PRP IN_PRP_VBP PRP_VBP_VBN VBP_VBN_DT VBN_DT_JJ DT_JJ_IN JJ_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN_NP_PP NP_DT_JJ PP_IN_NP NP_NN,It turns out that they have known,PRP VBZ RP IN PRP VBP VBN,PRP_VBZ VBZ_RP RP_IN IN_PRP PRP_VBP VBP_VBN,PRP_VBZ_RP VBZ_RP_IN RP_IN_PRP IN_PRP_VBP PRP_VBP_VBN,S_NP_VP NP_PRP VP_VBZ_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN,It,It,PRP,PRP,,,S_NP NP_PRP,that they have known,that,IN,IN PRP VBP VBN,IN_PRP PRP_VBP VBP_VBN,IN_PRP_VBP PRP_VBP_VBN,SBAR_IN_S S_NP_VP NP_PRP VP_VBP_VP VP_VBN,turns out,turns,out,VBZ_RP,NNS,IN,x,x,2.0
389,It * that I did not need to pay a single cent.,turned out,turned in,na,na,3,phrasal verbs,It turned out that I did not need to pay a single cent.,PRP VBD RP IN PRP VBD RB VB TO VB DT JJ NN,PRP_VBD VBD_RP RP_IN IN_PRP PRP_VBD VBD_RB RB_VB VB_TO TO_VB VB_DT DT_JJ JJ_NN,PRP_VBD_RP VBD_RP_IN RP_IN_PRP IN_PRP_VBD PRP_VBD_RB VBD_RB_VB RB_VB_TO VB_TO_VB TO_VB_DT VB_DT_JJ DT_JJ_NN,S_NP_VP_. NP_PRP VP_VBD_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBD_RB_VP VP_VB_S S_VP VP_TO_VP VP_VB_NP NP_DT_JJ_NN,It turned out that I did not,PRP VBD RP IN PRP VBD RB,PRP_VBD VBD_RP RP_IN IN_PRP PRP_VBD VBD_RB,PRP_VBD_RP VBD_RP_IN RP_IN_PRP IN_PRP_VBD PRP_VBD_RB,S_NP_VP NP_PRP VP_VBD_PRT_SBAR PRT_RP SBAR_IN_S S_NP_VP NP_PRP VP_VBD_RB,It,It,PRP,PRP,,,S_NP NP_PRP,that I did not,that,IN,IN PRP VBD RB,IN_PRP PRP_VBD VBD_RB,IN_PRP_VBD PRP_VBD_RB,SBAR_IN_S S_NP_VP NP_PRP VP_VBD_RB,turned out,turned,out,VBN_RP,VBD,IN,x,x,2.0
390,"As it *, there was no need to worry about our safety.",turned out,turned in,na,na,3,phrasal verbs,"As it turned out, there was no need to worry about our safety.",IN PRP VBD RP EX VBD DT NN TO VB IN PRP$ NN,IN_PRP PRP_VBD VBD_RP RP_EX EX_VBD VBD_DT DT_NN NN_TO TO_VB VB_IN IN_PRP$ PRP$_NN,IN_PRP_VBD PRP_VBD_RP VBD_RP_EX RP_EX_VBD EX_VBD_DT VBD_DT_NN DT_NN_TO NN_TO_VB TO_VB_IN VB_IN_PRP$ IN_PRP$_NN,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_VBD_PRT PRT_RP NP_EX VP_VBD_NP NP_DT_NN_S S_VP VP_TO_VP VP_VB_PP PP_IN_NP NP_PRP$_NN","As it turned out , there was no","IN PRP VBD RP , EX VBD DT","IN_PRP PRP_VBD VBD_RP RP_, ,_EX EX_VBD VBD_DT","IN_PRP_VBD PRP_VBD_RP VBD_RP_, RP_,_EX ,_EX_VBD EX_VBD_DT","S_SBAR_,_NP_VP SBAR_IN_S S_NP_VP NP_PRP VP_VBD_PRT PRT_RP NP_EX VP_VBD_INTJ INTJ_UH",As it,it,PRP,IN PRP,IN_PRP,,S_PP PP_IN_NP NP_PRP,", there was no",",",",",", EX VBD DT",",_EX EX_VBD VBD_DT",",_EX_VBD EX_VBD_DT","S_,_NP_VP NP_EX VP_VBD_INTJ INTJ_UH",turned out,turned,out,VBN_RP,VBD,IN,x,x,2.0
391,He * my cat whenever I am away for work.,looks after,looks over,na,na,3,phrasal verbs,He looks after my cat whenever I am away for work.,PRP VBZ IN PRP$ NN WRB PRP VBP RB IN NN,PRP_VBZ VBZ_IN IN_PRP$ PRP$_NN NN_WRB WRB_PRP PRP_VBP VBP_RB RB_IN IN_NN,PRP_VBZ_IN VBZ_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB NN_WRB_PRP WRB_PRP_VBP PRP_VBP_RB VBP_RB_IN RB_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_PP_SBAR PP_IN_NP NP_PRP$_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_ADVP_PP ADVP_RB PP_IN_NP NP_NN,He looks after my cat whenever I,PRP VBZ IN PRP$ NN WRB PRP,PRP_VBZ VBZ_IN IN_PRP$ PRP$_NN NN_WRB WRB_PRP,PRP_VBZ_IN VBZ_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB NN_WRB_PRP,FRAG_PRN_SBAR PRN_S S_NP_VP NP_PRP VP_VBZ_PP PP_IN_NP NP_PRP$_NN SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,He,He,PRP,PRP,,,S_NP NP_PRP,my cat whenever I,my,PRP$,PRP$ NN WRB PRP,PRP$_NN NN_WRB WRB_PRP,PRP$_NN_WRB NN_WRB_PRP,S_NP_VP NP_PRP$_NN VP_VBZ_NP NP_PRP,looks after,looks,after,NNS_IN,NNS,IN,x,x,2.0
392,She is very independent. She can * herself.,look after,look over,na,na,3,phrasal verbs,She is very independent. She can look after herself.,PRP VBZ RB JJ PRP MD VB IN NN,PRP_VBZ VBZ_RB RB_JJ JJ_PRP PRP_MD MD_VB VB_IN IN_NN,PRP_VBZ_RB VBZ_RB_JJ RB_JJ_PRP JJ_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_NN,S_NP_VP_. NP_PRP VP_VBZ_ADJP ADJP_RB_JJ,very independent. She can look after herself,RB JJ PRP MD VB IN PRP,RB_JJ JJ_PRP PRP_MD MD_VB VB_IN IN_PRP,RB_JJ_PRP JJ_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_PRP,ADJP_RB_JJ_.,very independent. She can,can,MD,RB JJ PRP MD,RB_JJ JJ_PRP PRP_MD,RB_JJ_PRP JJ_PRP_MD,ADJP_RB_JJ_.,herself,herself,NN,NN,,,S_NP NP_PRP,look after,look,after,NN_IN,NN,IN,x,x,2.0
393,I hope you will * my garden when I am gone.,look after,look over,na,na,3,phrasal verbs,I hope you will look after my garden when I am gone.,PRP VBP PRP MD VB IN PRP$ NN WRB PRP VBP JJ,PRP_VBP VBP_PRP PRP_MD MD_VB VB_IN IN_PRP$ PRP$_NN NN_WRB WRB_PRP PRP_VBP VBP_JJ,PRP_VBP_PRP VBP_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB NN_WRB_PRP WRB_PRP_VBP PRP_VBP_JJ,S_NP_VP_. NP_PRP VP_VBP_SBAR SBAR_S S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP$_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_VP VP_VBN,I hope you will look after my garden when I,PRP VBP PRP MD VB IN PRP$ NN WRB PRP,PRP_VBP VBP_PRP PRP_MD MD_VB VB_IN IN_PRP$ PRP$_NN NN_WRB WRB_PRP,PRP_VBP_PRP VBP_PRP_MD PRP_MD_VB MD_VB_IN VB_IN_PRP$ IN_PRP$_NN PRP$_NN_WRB NN_WRB_PRP,S_NP_VP NP_PRP VP_VBP_SBAR SBAR_S S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP$_NN SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,I hope you will,will,MD,PRP VBP PRP MD,PRP_VBP VBP_PRP PRP_MD,PRP_VBP_PRP VBP_PRP_MD,S_NP_VP NP_PRP VP_VBP_SBAR SBAR_S S_NP_VP NP_PRP VP_MD,my garden when I,my,PRP$,PRP$ NN WRB PRP,PRP$_NN NN_WRB WRB_PRP,PRP$_NN_WRB NN_WRB_PRP,NP_NP_SBAR NP_PRP$_NN SBAR_S S_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,look after,look,after,NN_IN,NN,IN,x,x,2.0
394,I * my neighbour's dog when he is away for business.,look after,look over,na,na,3,phrasal verbs,I look after my neighbour's dog when he is away for business.,PRP VBP IN PRP$ JJ NN WRB PRP VBZ RB IN NN,PRP_VBP VBP_IN IN_PRP$ PRP$_JJ JJ_NN NN_WRB WRB_PRP PRP_VBZ VBZ_RB RB_IN IN_NN,PRP_VBP_IN VBP_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN JJ_NN_WRB NN_WRB_PRP WRB_PRP_VBZ PRP_VBZ_RB VBZ_RB_IN RB_IN_NN,S_NP_VP_. NP_PRP VP_VBP_PP_SBAR PP_IN_NP NP_NP_NN NP_PRP$_NN_POS SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBZ_ADVP_PP ADVP_RB PP_IN_NP NP_NN,I look after my neighbour's dog when,PRP VBP IN PRP$ JJ NN WRB,PRP_VBP VBP_IN IN_PRP$ PRP$_JJ JJ_NN NN_WRB,PRP_VBP_IN VBP_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN JJ_NN_WRB,S_NP_VP NP_PRP VP_VB_PP_SBAR PP_IN_NP NP_NP_NN NP_PRP$_NN_POS SBAR_WHADVP WHADVP_WRB,I,I,PRP,PRP,,,S_NP NP_PRP,my neighbour's dog when,my,PRP$,PRP$ NNS NN WRB,PRP$_NNS NNS_NN NN_WRB,PRP$_NNS_NN NNS_NN_WRB,S_NP_VP NP_PRP$_NN VP_VBZ_NP NP_NP_SBAR NP_NN SBAR_WHADVP WHADVP_WRB,look after,look,after,NN_IN,NN,IN,x,x,2.0
395,The nurses * the patients very well in this hospital.,look after,look over,na,na,3,phrasal verbs,The nurses look after the patients very well in this hospital.,DT NNS VBP IN DT NNS RB RB IN DT NN,DT_NNS NNS_VBP VBP_IN IN_DT DT_NNS NNS_RB RB_RB RB_IN IN_DT DT_NN,DT_NNS_VBP NNS_VBP_IN VBP_IN_DT IN_DT_NNS DT_NNS_RB NNS_RB_RB RB_RB_IN RB_IN_DT IN_DT_NN,S_NP_VP_. NP_DT_NNS VP_VBP_PP_ADVP PP_IN_NP NP_DT_NNS ADVP_ADVP_PP ADVP_RB_RB PP_IN_NP NP_DT_NN,The nurses look after the patients very well,DT NNS VBP IN DT NNS RB RB,DT_NNS NNS_VBP VBP_IN IN_DT DT_NNS NNS_RB RB_RB,DT_NNS_VBP NNS_VBP_IN VBP_IN_DT IN_DT_NNS DT_NNS_RB NNS_RB_RB,S_NP_VP NP_DT_NNS VP_VBP_PP_ADVP PP_IN_NP NP_DT_NNS ADVP_RB_RB,The nurses,nurses,NNS,DT NNS,DT_NNS,,NP_DT_NNS,the patients very well,the,DT,DT NNS RB RB,DT_NNS NNS_RB RB_RB,DT_NNS_RB NNS_RB_RB,S_NP_ADVP NP_DT_NNS ADVP_RB_RB,look after,look,after,NN_IN,NN,IN,x,x,2.0
396,"When I *, I realised what went wrong.",look back,look forward,na,na,3,phrasal verbs,"When I look back, I realised what went wrong.",WRB PRP VBP JJ PRP VBD WP VBD NN,WRB_PRP PRP_VBP VBP_JJ JJ_PRP PRP_VBD VBD_WP WP_VBD VBD_NN,WRB_PRP_VBP PRP_VBP_JJ VBP_JJ_PRP JJ_PRP_VBD PRP_VBD_WP VBD_WP_VBD WP_VBD_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_ADVP ADVP_RB NP_PRP VP_VBD_SBAR SBAR_WHNP_S WHNP_WP S_VP VP_VBD_ADJP ADJP_JJ","When I look back , I realised what","WRB PRP VBP RB , PRP VBD WP","WRB_PRP PRP_VBP VBP_RB RB_, ,_PRP PRP_VBD VBD_WP","WRB_PRP_VBP PRP_VBP_RB VBP_RB_, RB_,_PRP ,_PRP_VBD PRP_VBD_WP","S_SBAR_,_NP_VP SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_ADVP ADVP_RB NP_PRP VP_VBD_NP NP_WP",When I,I,PRP,WRB PRP,WRB_PRP,,SBARQ_WHADVP WHADVP_WRB_NP NP_PRP,", I realised what",",",",",", PRP VBD WP",",_PRP PRP_VBD VBD_WP",",_PRP_VBD PRP_VBD_WP","S_,_NP_VP NP_PRP VP_VBD_NP NP_WP",look back,look,back,NN_RP,NN,RB,x,x,2.0
397,She * on her childhood with sadness and regrets.,looks back,looks forward,na,na,3,phrasal verbs,She looks back on her childhood with sadness and regrets.,PRP VBZ RB IN PRP$ NN IN NN CC NN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NN NN_IN IN_NN NN_CC CC_NN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_NN IN_NN_CC NN_CC_NN,S_NP_VP_. NP_PRP VP_VP_CC_VP VP_VBZ_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP$_NN PP_IN_NP NP_NN VP_VBZ,She looks back on her childhood with,PRP VBZ RB IN PRP$ NN IN,PRP_VBZ VBZ_RB RB_IN IN_PRP$ PRP$_NN NN_IN,PRP_VBZ_RB VBZ_RB_IN RB_IN_PRP$ IN_PRP$_NN PRP$_NN_IN,S_NP_VP NP_PRP VP_VBZ_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP$_NN PP_IN,She,She,PRP,PRP,,,S_NP NP_PRP,on her childhood with,on,IN,IN PRP$ NN IN,IN_PRP$ PRP$_NN NN_IN,IN_PRP$_NN PRP$_NN_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,looks back,looks,back,VBZ_RP,NNS,RB,x,x,2.0
398,One day we can * and laugh over this.,look back,look forward,na,na,3,phrasal verbs,One day we can look back and laugh over this.,CD NN PRP MD VB RB CC NN IN NN,CD_NN NN_PRP PRP_MD MD_VB VB_RB RB_CC CC_NN NN_IN IN_NN,CD_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_RB VB_RB_CC RB_CC_NN CC_NN_IN NN_IN_NN,S_NP-TMP_NP_VP_. NP-TMP_CD_NN NP_PRP VP_MD_VP VP_VP_CC_VP VP_VB_ADVP ADVP_RB VP_VB_PRT_NP PRT_RP NP_DT,One day we can look back and laugh over this,CD NN PRP MD VB RB CC NN IN DT,CD_NN NN_PRP PRP_MD MD_VB VB_RB RB_CC CC_NN NN_IN IN_DT,CD_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_RB VB_RB_CC RB_CC_NN CC_NN_IN NN_IN_DT,S_NP-TMP_NP_VP NP-TMP_CD_NN NP_PRP VP_MD_VP VP_VP_CC_VP VP_VB_ADVP ADVP_RB VP_VB_PRT_NP PRT_RP NP_DT,One day we can,can,MD,CD NN PRP MD,CD_NN NN_PRP PRP_MD,CD_NN_PRP NN_PRP_MD,S_NP-TMP_NP_VP NP-TMP_CD_NN NP_PRP VP_MD,and laugh over this,and,CC,CC NN IN DT,CC_NN NN_IN IN_DT,CC_NN_IN NN_IN_DT,S_CC_VP VP_VB_PRT_NP PRT_RP NP_DT,look back,look,back,NN_RP,NN,RB,x,x,2.0
399,"When you * in a year's time, you will realise how special this is.",look back,look forward,na,na,3,phrasal verbs,"When you look back in a year's time, you will realise how special this is.",WRB PRP VBP RB IN DT NN NN PRP MD VB WRB JJ DT NN,WRB_PRP PRP_VBP VBP_RB RB_IN IN_DT DT_NN NN_NN NN_PRP PRP_MD MD_VB VB_WRB WRB_JJ JJ_DT DT_NN,WRB_PRP_VBP PRP_VBP_RB VBP_RB_IN RB_IN_DT IN_DT_NN DT_NN_NN NN_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_WRB VB_WRB_JJ WRB_JJ_DT JJ_DT_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_NN NP_DT_NN_POS NP_PRP VP_MD_VP VP_VB_SBAR SBAR_WHNP_S WHNP_WRB_JJ S_NP_VP NP_DT VP_VBZ",When you look back in a year's time,WRB PRP VBP RB IN DT NN NN,WRB_PRP PRP_VBP VBP_RB RB_IN IN_DT DT_NN NN_NN,WRB_PRP_VBP PRP_VBP_RB VBP_RB_IN RB_IN_DT IN_DT_NN DT_NN_NN,SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_PRT_PP PRT_RP PP_IN_NP NP_NP_NN NP_DT_NN_POS,When you,you,PRP,WRB PRP,WRB_PRP,,SBARQ_WHADVP WHADVP_WRB_NP NP_PRP,in a year's time,in,IN,IN DT NN NN,IN_DT DT_NN NN_NN,IN_DT_NN DT_NN_NN,PP_IN_NP NP_NP_NN NP_DT_NN_POS,look back,look,back,NN_RP,NN,RB,x,x,2.0
400,"When we are old, we can * without any regrets.",look back,look forward,na,na,3,phrasal verbs,"When we are old, we can look back without any regrets.",WRB PRP VBP IN PRP MD VB RB IN DT NN,WRB_PRP PRP_VBP VBP_IN IN_PRP PRP_MD MD_VB VB_RB RB_IN IN_DT DT_NN,WRB_PRP_VBP PRP_VBP_IN VBP_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_RB VB_RB_IN RB_IN_DT IN_DT_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBP_ADJP ADJP_JJ NP_PRP VP_MD_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_DT_NNS","are old, we can look back without any regrets",VBP IN PRP MD VB RB IN DT NNS,VBP_IN IN_PRP PRP_MD MD_VB VB_RB RB_IN IN_DT DT_NNS,VBP_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_RB VB_RB_IN RB_IN_DT IN_DT_NNS,"S_S_,_NP_VP S_VP VP_VBP_ADJP ADJP_JJ NP_PRP VP_MD_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_DT_NNS","are old, we can",can,MD,VBP IN PRP MD,VBP_IN IN_PRP PRP_MD,VBP_IN_PRP IN_PRP_MD,"S_S_,_NP_VP S_VP VP_VBP_ADJP ADJP_JJ NP_PRP VP_MD",without any regrets,without,IN,IN DT NNS,IN_DT DT_NNS,IN_DT_NNS,PP_IN_NP NP_DT_NNS,look back,look,back,NN_RP,NN,RB,x,x,2.0
401,They * on her because she has addiction issues.,look down,look over,na,na,3,phrasal verbs,They look down on her because she has addiction issues.,PRP VBP RP IN PRP$ IN PRP VBZ NN NN,PRP_VBP VBP_RP RP_IN IN_PRP$ PRP$_IN IN_PRP PRP_VBZ VBZ_NN NN_NN,PRP_VBP_RP VBP_RP_IN RP_IN_PRP$ IN_PRP$_IN PRP$_IN_PRP IN_PRP_VBZ PRP_VBZ_NN VBZ_NN_NN,S_NP_VP_. NP_PRP VP_VBP_PRT_PP_SBAR PRT_RP PP_IN_NP NP_PRP SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_NN_NNS,They look down on her because she,PRP VBP RP IN PRP$ IN PRP,PRP_VBP VBP_RP RP_IN IN_PRP$ PRP$_IN IN_PRP,PRP_VBP_RP VBP_RP_IN RP_IN_PRP$ IN_PRP$_IN PRP$_IN_PRP,S_NP_VP NP_PRP VP_VBP_ADVP_PP ADVP_RB_PP PP_IN_NP NP_PRP PP_IN_NP NP_PRP,They,They,PRP,PRP,,,S_NP NP_PRP,on her because she,on,IN,IN PRP$ IN PRP,IN_PRP$ PRP$_IN IN_PRP,IN_PRP$_IN PRP$_IN_PRP,FRAG_PP_PP PP_IN_NP NP_PRP PP_IN_NP NP_PRP,look down,look,down,VB_RP,NN,RB,x,x,2.0
402,We should not * on low-income workers.,look down,look over,na,na,3,phrasal verbs,We should not look down on low-income workers.,PRP MD RB VB RP IN JJ NN,PRP_MD MD_RB RB_VB VB_RP RP_IN IN_JJ JJ_NN,PRP_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_JJ IN_JJ_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_NML_NNS NML_JJ_HYPH_NN,We should not look down on low-income workers,PRP MD RB VB RP IN JJ NNS,PRP_MD MD_RB RB_VB VB_RP RP_IN IN_JJ JJ_NNS,PRP_MD_RB MD_RB_VB RB_VB_RP VB_RP_IN RP_IN_JJ IN_JJ_NNS,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PRT_PP PRT_RP PP_IN_NP NP_NML_NNS NML_JJ_HYPH_NN,We should not,not,RB,PRP MD RB,PRP_MD MD_RB,PRP_MD_RB,S_NP_VP NP_PRP VP_MD_RB,on low-income workers,on,IN,IN JJ NNS,IN_JJ JJ_NNS,IN_JJ_NNS,PP_IN_NP NP_NML_NNS NML_JJ_HYPH_NN,look down,look,down,VB_RP,NN,RB,x,x,2.0
